	CRIM	ZN	INDUS	CHAS	NOX	RM	AGE	DIS	RAD	TAX	PTRATIO	B	PRICE
24.0	0.44811503415008835	-0.4910805344527814	-0.43911848387246366	-0.2709873156994224	0.334164694659354	0.1479149084445725	0.9086705521642642	-0.297594679186373	-0.6416672544551696	-0.6047670812603116	1.1790622192319091	0.4112471805131724	15.6
25.0	0.44811503415008835	-0.4910805344527814	-0.43911848387246366	-0.2709873156994224	0.334164694659354	-0.013813525686672884	0.6112866852768934	-0.29755160510730555	-0.6416672544551696	-0.6047670812603116	1.1790622192319091	-0.5806217918609422	13.9
26.0	0.44811503415008835	-0.4910805344527814	-0.43911848387246366	-0.2709873156994224	0.334164694659354	0.09267842786436253	0.774139755239025	3.3657385840037124	-0.6416672544551696	-0.6047670812603116	1.1790622192319091	0.2208598351394149	16.6
27.0	0.44811503415008835	-0.4910805344527814	-0.43911848387246366	-0.2709873156994224	0.334164694659354	0.2091229004388592	0.7210354932948516	-0.29755254490539434	-0.6416672544551696	-0.6047670812603116	1.1790622192319091	-0.5483268610697491	14.8
28.0	0.44811503415008835	-0.4910805344527814	-0.43911848387246366	-0.2709873156994224	0.334164694659354	0.4320593265643913	0.9192914045530993	-0.29755152679079816	-0.6416672544551696	-0.6047670812603116	1.1790622192319091	0.3415294076227249	18.4
29.0	0.44811503415008835	-0.4910805344527814	-0.43911848387246366	-0.2709873156994224	0.334164694659354	0.5211343718243695	0.6679312313506782	3.018796456242391	-0.6416672544551696	-0.6047670812603116	1.1790622192319091	0.25740984127134	21.0
30.0	0.44811503415008835	-0.4910805344527814	-0.43911848387246366	-0.2709873156994224	0.334164694659354	0.042915832747056265	0.9086705521642642	3.0140974657986708	-0.6416672544551696	-0.6047670812603116	1.1790622192319091	0.038546222463455806	12.7
31.0	0.44811503415008835	-0.4910805344527814	-0.43911848387246366	-0.2709873156994224	0.334164694659354	0.22156354921818577	1.1175473158113465	2.968673891509378	-0.6416672544551696	-0.6047670812603116	1.1790622192319091	0.21922326770067224	14.5
32.0	0.44811503415008835	-0.4910805344527814	-0.43911848387246366	-0.2709873156994224	0.334164694659354	-2.7970603518951713	0.4802961724812656	-0.2979154636006643	-0.6416672544551696	-0.6047670812603116	1.1790622192319091	-1.3532998319394247	13.2
33.0	0.44811503415008835	-0.4910805344527814	-0.43911848387246366	-0.2709873156994224	0.334164694659354	0.036944321332979514	0.9405331093307685	-0.298074289477662	-0.6416672544551696	-0.6047670812603116	1.1790622192319091	0.023271593035188345	13.1
35.0	-1.333590341630663	-0.4910805344527814	-0.7564985058249765	-0.2709873156994224	0.15975094799191925	0.15239354200513006	-0.008263037405129669	-0.2984086226477327	-0.5274858633115178	-0.7700187837190475	0.3405257677074639	0.43928703596363405	18.9
36.0	-0.44273765374028734	-0.4910805344527814	-0.7564985058249765	-0.2709873156994224	0.15975094799191925	0.1066119544972083	-0.24900235821871594	-0.29839483894243113	-0.5274858633115178	-0.7700187837190475	0.3405257677074639	0.22827894086171613	20.0
37.0	-1.333590341630663	-0.4910805344527814	-0.7564985058249765	-0.2709873156994224	0.15975094799191925	-2.7971101144902883	-0.9535189000114164	-0.2979591642117909	-0.5274858633115178	-0.7700187837190475	0.3405257677074639	0.43928703596363405	21.0
38.0	-0.44273765374028734	-0.4910805344527814	-0.7564985058249765	-0.2709873156994224	0.15975094799191925	0.16881519839384113	-1.3535710066575226	-0.29802722125671743	-0.5274858633115178	-0.7700187837190475	0.3405257677074639	0.4014277758807152	24.7
39.0	-1.333590341630663	2.7063040806961145	-1.1947158755850973	-0.2709873156994224	-0.15777151388982097	0.4818219216816976	-1.650954873544894	-0.2968103393648088	-0.7558486455988214	-0.9293686396613999	-0.0787424580547578	0.42543076498227766	30.8
40.0	-1.333590341630663	2.7063040806961145	-1.1947158755850973	-0.2709873156994224	-0.15777151388982097	0.6953034547349415	-1.8633719213215876	-0.2968103393648088	-0.7558486455988214	-0.9293686396613999	-0.0787424580547578	0.42532166048636155	34.9
41.0	-0.44273765374028734	-0.4910805344527814	-0.6181906980933768	-0.2709873156994224	-0.06832856688088007	-2.796652298615209	-2.3200685740414784	-0.29655988317415843	-0.7558486455988214	-1.041503723472685	-0.26508389172685765	0.31392597015592827	26.6
42.0	-0.44273765374028734	-0.4910805344527814	-0.6181906980933768	-0.2709873156994224	-0.06832856688088007	0.26983326648197287	-2.189078061245851	-0.29655988317415843	-0.7558486455988214	-1.041503723472685	-0.26508389172685765	0.29166865298902456	25.3
43.0	-0.44273765374028734	-0.4910805344527814	-0.6181906980933768	-0.2709873156994224	-0.06832856688088007	0.2907335564312415	-2.1926183453754624	-0.29655988317415843	-0.7558486455988214	-1.041503723472685	-0.26508389172685765	0.41266553896008284	24.7
44.0	-0.44273765374028734	-0.4910805344527814	-0.6181906980933768	-0.2709873156994224	-0.06832856688088007	0.2200706713646666	-1.0066231619555899	-0.29655988317415843	-0.7558486455988214	-1.041503723472685	-0.26508389172685765	0.35734955953057285	21.2
45.0	-0.44273765374028734	-0.4910805344527814	-0.6181906980933768	-0.2709873156994224	-0.06832856688088007	0.027489428260691322	-1.2261207779915066	-0.29704583710254656	-0.7558486455988214	-1.041503723472685	-0.26508389172685765	0.43928703596363405	19.3
46.0	-0.44273765374028734	-0.4910805344527814	-0.6181906980933768	-0.2709873156994224	-0.06832856688088007	0.07924252718268984	-1.2438221986395646	-0.29704583710254656	-0.7558486455988214	-1.041503723472685	-0.26508389172685765	0.43928703596363405	20.0
47.0	-0.44273765374028734	-0.4910805344527814	-0.6181906980933768	-0.2709873156994224	-0.06832856688088007	-2.7970205418190774	0.6042061170176702	-0.29658455287398805	-0.7558486455988214	-1.041503723472685	-0.26508389172685765	0.3938995656624979	16.6
48.0	0.44811503415008835	-0.4910805344527814	-0.6181906980933768	-0.2709873156994224	-0.06832856688088007	-0.11333871592128543	0.951153961719603	-0.29644311326163203	-0.7558486455988214	-1.041503723472685	-0.26508389172685765	0.43928703596363405	14.4
49.0	-0.44273765374028734	-0.4910805344527814	-0.6181906980933768	-0.2709873156994224	-0.06832856688088007	-0.012320647833153696	-0.2277606534410465	-0.2962726182250324	-0.7558486455988214	-1.041503723472685	-0.26508389172685765	0.43928703596363405	19.4
50.0	-0.44273765374028734	0.4041871577889094	-0.8030863989556205	-0.2709873156994224	-0.10857789303490348	0.16732232054032195	-0.8048269665677308	-0.29570325721626833	-0.6416672544551696	-0.9824852583088507	-0.7775228343251285	0.4246670335108644	19.7
51.0	-1.333590341630663	0.4041871577889094	-0.8030863989556205	-0.2709873156994224	-0.10857789303490348	0.24296146511862748	-0.19235781214493092	-0.29570325721626833	-0.6416672544551696	-0.9824852583088507	-0.7775228343251285	0.4073194186601899	20.5
52.0	-1.333590341630663	0.4041871577889094	-0.8030863989556205	-0.2709873156994224	-0.10857789303490348	0.4400213417831603	-1.6757368624521747	-0.29570325721626833	-0.6416672544551696	-0.9824852583088507	-0.7775228343251285	0.43928703596363405	25.0
53.0	-1.333590341630663	0.4041871577889094	-0.8030863989556205	-0.2709873156994224	-0.10857789303490348	0.18473922883137914	-1.6651160100633402	-0.29570325721626833	-0.6416672544551696	-0.9824852583088507	-0.7775228343251285	0.43928703596363405	23.4
54.0	-1.333590341630663	2.7063040806961145	-1.0418493512501712	-0.2709873156994224	-2.070016999467473	0.13000037420234223	-0.7375615681051112	-0.2953077588539219	-0.7558486455988214	0.35133205439380283	1.2256475776499345	0.43928703596363405	18.9
55.0	-1.333590341630663	3.345781003725894	-1.4465816728226415	-0.2709873156994224	-0.26957519765099713	0.8072692937488806	-1.6474145894152823	-0.2942294188635956	-0.5274858633115178	-1.082816649087369	-0.26508389172685765	0.4287038998597636	35.4
56.0	-1.333590341630663	3.132622029382634	-1.5164635125186077	-0.2709873156994224	-2.070016999467473	0.3763252200330083	-1.1588553795288867	-0.29384488481228455	-0.8700300367424731	-0.5693560021620111	-0.5445960422350049	0.43928703596363405	24.7
57.0	-1.333590341630663	3.772098952412413	-1.4320229562193154	-0.2709873156994224	-0.23379801884742074	0.5917972568909444	-0.9889217413075321	-0.29452059963809146	-0.5274858633115178	-0.9057612535958662	-1.569473927431549	0.39564523759715664	31.6
58.0	-0.44273765374028734	0.5747143372635172	-0.8773358536325845	-0.2709873156994224	-0.045967830128644846	0.25789024365381935	-1.3889738479536382	-0.2949200138258076	-0.1849416898805626	-0.7405095511371304	0.5734525597975875	0.371424039503762	23.3
59.0	-0.44273765374028734	0.5747143372635172	-0.8773358536325845	-0.2709873156994224	-0.045967830128644846	0.14940778629809168	-0.7517227046235574	5.127860000398685	-0.1849416898805626	-0.7405095511371304	0.5734525597975875	0.43928703596363405	19.6
60.0	-0.44273765374028734	0.5747143372635172	-0.8773358536325845	-0.2709873156994224	-0.045967830128644846	0.05684935937990202	-0.07906871999736088	-0.29538161132039575	-0.1849416898805626	-0.7405095511371304	0.5734525597975875	0.4197573311946358	18.7
61.0	-0.44273765374028734	0.5747143372635172	-0.8773358536325845	-0.2709873156994224	-0.045967830128644846	0.16881519839384113	0.8838885632569837	-0.29570028118898734	-0.1849416898805626	-0.7405095511371304	0.5734525597975875	0.23395237464935797	16.0
62.0	-0.44273765374028734	0.5747143372635172	-0.8773358536325845	-0.2709873156994224	-0.045967830128644846	0.41265191446864186	-0.02242417392357611	-0.2953815330038883	-0.1849416898805626	-0.7405095511371304	0.5734525597975875	0.43928703596363405	22.2
64.0	-1.333590341630663	0.2549758757486276	-1.4232877262573198	-0.2709873156994224	-2.0699897193686354	0.7351135308287865	-0.31626775668133555	-0.293817239085174	-0.7558486455988214	-1.141835114251203	0.06101361719931666	0.3993547904583076	33.0
65.0	-1.333590341630663	2.9194630550393743	-1.1335692658511267	-0.2709873156994224	-0.29193593440323234	-2.7968911590717727	-1.7925662387293564	-0.2958623963592957	-0.6416672544551696	-0.42771168576880897	-1.103620343251301	0.43928703596363405	23.5
66.0	-1.333590341630663	2.9194630550393743	-1.1335692658511267	-0.2709873156994224	-0.29193593440323234	0.0797401531338629	-1.3217084494910187	-0.2958623963592957	-0.6416672544551696	-0.42771168576880897	-1.103620343251301	0.43928703596363405	19.4
67.0	-1.333590341630663	0.04181690140536789	-0.7404839175613175	-0.2709873156994224	-0.24274231354831483	0.12502411469061162	-1.6651160100633402	4.787966358302944	-0.6416672544551696	-0.3804969136377416	0.20076969245338946	0.43175882574541674	22.0
68.0	-0.44273765374028734	0.04181690140536789	-0.7404839175613175	-0.2709873156994224	-0.24274231354831483	-0.0163016554425382	-1.1199122541031599	4.787966358302944	-0.6416672544551696	-0.3804969136377416	0.20076969245338946	0.43928703596363405	17.4
69.0	-0.44273765374028734	0.04181690140536789	-0.7404839175613175	-0.2709873156994224	-0.24274231354831483	0.12850749634882305	-1.254443051028399	4.787966358302944	-0.6416672544551696	-0.3804969136377416	0.20076969245338946	0.43928703596363405	20.9
70.0	-0.44273765374028734	-0.4910805344527814	-0.05040075056365223	-0.2709873156994224	-0.22485372414652666	0.39324450237289243	-2.189078061245851	-0.2968994635502246	-0.6416672544551696	-0.6165707742930785	0.3405257677074639	0.29559641484200766	24.2
71.0	-0.44273765374028734	-0.4910805344527814	-0.05040075056365223	-0.2709873156994224	-0.22485372414652666	0.1663270686379758	-1.8031870911181909	-0.2968994635502246	-0.6416672544551696	-0.6165707742930785	0.3405257677074639	0.22151446211491208	21.7
72.0	-0.44273765374028734	-0.4910805344527814	-0.05040075056365223	-0.2709873156994224	-0.22485372414652666	0.21808016755997434	-2.1465946516905126	-0.2968994635502246	-0.6416672544551696	-0.6165707742930785	0.3405257677074639	0.37393344290983466	22.8
73.0	-0.44273765374028734	-0.4910805344527814	-0.05040075056365223	-0.2709873156994224	-0.22485372414652666	0.30765283877112565	-2.2032391977642973	-0.2968994635502246	-0.6416672544551696	-0.6165707742930785	0.3405257677074639	0.22402386552098472	23.4
74.0	-1.333590341630663	-0.4910805344527814	0.24368532482353836	-0.2709873156994224	-0.11752218773579756	0.3215863654039714	-2.2103197660235203	-0.2977106659338255	-0.5274858633115178	-0.06769904826942019	0.10759897561734037	0.4176843457722281	24.1
75.0	-0.44273765374028734	-0.4910805344527814	0.24368532482353836	-0.2709873156994224	-0.11752218773579756	0.3280555027692212	-0.8296089554750118	-0.2975140131837558	-0.5274858633115178	-0.06769904826942019	0.10759897561734037	0.290141190046198	21.4
76.0	-0.44273765374028734	-0.4910805344527814	0.24368532482353836	-0.2709873156994224	-0.11752218773579756	0.32457212111100975	0.21477486276039853	-0.29786675073306434	-0.5274858633115178	-0.06769904826942019	0.10759897561734037	0.18572818745440092	20.0
77.0	-0.44273765374028734	-0.4910805344527814	0.24368532482353836	-0.2709873156994224	-0.11752218773579756	-2.7969658029644484	-0.8012866824381194	-0.29783675551073197	-0.5274858633115178	-0.06769904826942019	0.10759897561734037	0.33083716702293775	20.8
78.0	-1.333590341630663	-0.4910805344527814	0.24368532482353836	-0.2709873156994224	-0.11752218773579756	0.3011837014058758	-0.5216042361988059	-0.2971134242484287	-0.5274858633115178	-0.06769904826942019	0.10759897561734037	0.3247273152516309	21.2
79.0	-0.44273765374028734	-0.4910805344527814	0.24368532482353836	-0.2709873156994224	-0.11752218773579756	0.12303361088591937	-1.1269928223623829	-0.2975140131837558	-0.5274858633115178	-0.06769904826942019	0.10759897561734037	0.43012225830667405	20.3
80.0	-1.333590341630663	0.5747143372635172	-0.9166443884615654	-0.2709873156994224	-0.16671580859071505	0.5475085472365419	-1.2367416303803414	-0.29681065263083833	-0.6416672544551696	-0.7582150906862807	0.24735505087141482	0.43928703596363405	28.0
81.0	-1.333590341630663	0.5747143372635172	-0.9166443884615654	-0.2709873156994224	-0.16671580859071505	0.4937649445098511	0.06962321344632476	-0.29681065263083833	-0.6416672544551696	-0.7582150906862807	0.24735505087141482	0.42543076498227766	23.9
82.0	-1.333590341630663	0.5747143372635172	-0.9166443884615654	-0.2709873156994224	-0.16671580859071505	0.3360175179879902	-1.2827653240652914	-0.29681065263083833	-0.6416672544551696	-0.7582150906862807	0.24735505087141482	0.43928703596363405	24.8
83.0	-1.333590341630663	0.5747143372635172	-0.9166443884615654	-0.2709873156994224	-0.16671580859071505	0.26883801457962675	-0.7694241252716152	-0.29681065263083833	-0.6416672544551696	-0.7582150906862807	0.24735505087141482	0.370987621520097	22.9
84.0	-1.333590341630663	-0.4910805344527814	-0.9705116398938726	-0.2709873156994224	-0.06385641953043303	0.37931097574004663	-0.723400431586665	-0.29729723309128553	-0.7558486455988214	-0.958877872243317	0.014428258781291286	0.43928703596363405	23.9
85.0	-1.333590341630663	-0.4910805344527814	-0.9705116398938726	-0.2709873156994224	-0.06385641953043303	-2.7967219662483735	-0.43663741708812853	-0.2975648405970554	-0.7558486455988214	-0.958877872243317	0.014428258781291286	0.3890989678421854	26.6
86.0	-1.333590341630663	-0.4910805344527814	-0.9705116398938726	-0.2709873156994224	-0.06385641953043303	0.19319887000132122	-0.8260686713454002	-0.2975730638303319	-0.7558486455988214	-0.958877872243317	0.014428258781291286	0.42935852683526077	22.5
87.0	-1.333590341630663	-0.4910805344527814	-0.9705116398938726	-0.2709873156994224	-0.06385641953043303	0.24594722082566586	-0.41185542818084775	-0.2981053028145906	-0.7558486455988214	-0.958877872243317	0.014428258781291286	0.42019374917830016	22.2
88.0	-1.333590341630663	-0.4910805344527814	-1.1277457792097962	-0.2709873156994224	0.11502947448744878	0.6868438135649995	0.6325283900545626	-0.29836053631219195	-0.8700300367424731	-0.8231354023664983	-0.31166925014488134	0.43928703596363405	23.6
89.0	-1.333590341630663	-0.4910805344527814	-1.1277457792097962	-0.2709873156994224	0.11502947448744878	0.7226728820494599	-0.1888175280153193	-0.29836617510072444	-0.8700300367424731	-0.8231354023664983	-0.31166925014488134	0.43012225830667405	28.7
90.0	-1.333590341630663	-0.4910805344527814	-1.1277457792097962	-0.2709873156994224	0.11502947448744878	0.39324450237289243	-0.08260900412697274	-0.29861851088755215	-0.8700300367424731	-0.8231354023664983	-0.31166925014488134	0.38778971389119105	22.6
91.0	-1.333590341630663	-0.4910805344527814	-1.1277457792097962	-0.2709873156994224	0.11502947448744878	0.3872729909588157	0.19353315798272938	-0.298618667520567	-0.8700300367424731	-0.8231354023664983	-0.31166925014488134	0.4027370298317096	22.0
92.0	-1.333590341630663	0.7026097218694729	0.5654329617570488	-0.2709873156994224	0.0032257907262726545	0.405685151152219	-0.5251445203284175	-0.2981692874011325	-0.6416672544551696	-0.8231354023664983	-0.12532781647278318	0.41866628623547364	22.9
93.0	-1.333590341630663	0.7026097218694729	0.5654329617570488	-0.2709873156994224	0.0032257907262726545	0.2907335564312415	-1.3995947003424731	-0.2981692874011325	-0.6416672544551696	-0.8231354023664983	-0.12532781647278318	0.4330680796964111	25.0
94.0	-1.333590341630663	0.7026097218694729	0.5654329617570488	-0.2709873156994224	0.0032257907262726545	0.3096433425758179	0.3139028183895221	2.5301014500955183	-0.6416672544551696	-0.8231354023664983	-0.12532781647278318	0.43928703596363405	20.6
95.0	-0.44273765374028734	-0.4910805344527814	-1.203451105547093	-0.2709873156994224	-0.08174500893222121	0.49675070021688944	-0.37645258688473215	-0.2983029736792564	-0.8700300367424731	-0.7877243232681977	-0.21849853330883226	0.014652337857809457	28.4
96.0	-0.44273765374028734	-0.4910805344527814	-1.203451105547093	-0.2709873156994224	-0.08174500893222121	0.26684751077493446	0.04130094040943188	-0.2983029736792564	-0.8700300367424731	-0.7877243232681977	-0.21849853330883226	0.383971056534124	21.4
97.0	-0.44273765374028734	-0.4910805344527814	-1.203451105547093	-0.2709873156994224	-0.08174500893222121	1.215322573710792	0.2678791247045719	-0.2983029736792564	-0.8700300367424731	-0.7877243232681977	-0.21849853330883226	0.43928703596363405	38.7
98.0	-1.333590341630663	-0.4910805344527814	-1.203451105547093	-0.2709873156994224	-0.08174500893222121	-2.7961297913664778	-1.1163719699735482	-0.2983029736792564	-0.8700300367424731	-0.7877243232681977	-0.21849853330883226	0.4025188208398768	43.8
99.0	-1.333590341630663	-0.4910805344527814	-1.203451105547093	-0.2709873156994224	-0.08174500893222121	0.8903728275947821	-0.21005923279298871	-0.2983029736792564	-0.8700300367424731	-0.7877243232681977	-0.21849853330883226	0.43928703596363405	33.2
100.0	-0.44273765374028734	-0.4910805344527814	-0.3779718741384933	-0.2709873156994224	-2.069525063258924	0.5475085472365419	0.40595020575942303	-0.29886481630331047	-0.5274858633115178	-0.1503248994987881	1.1324768608138838	0.4159386738375688	27.5
101.0	-0.44273765374028734	-0.4910805344527814	-0.3779718741384933	-0.2709873156994224	-2.069525063258924	0.5743803485998873	0.10148577061282851	-0.29880349447801996	-0.5274858633115178	-0.1503248994987881	1.1324768608138838	0.42488524250269655	26.5
102.0	-0.44273765374028734	-0.4910805344527814	-0.3779718741384933	-0.2709873156994224	-2.069525063258924	0.3872729909588157	0.6006658328880589	-0.298914234019477	-0.5274858633115178	-0.1503248994987881	1.1324768608138838	-3.118610575863435	18.6
103.0	-0.44273765374028734	-0.4910805344527814	-0.3779718741384933	-0.2709873156994224	-2.069525063258924	0.2539092360444348	0.67147151548029	-0.298914234019477	-0.5274858633115178	-0.1503248994987881	1.1324768608138838	0.41277464345599957	19.3
104.0	-0.44273765374028734	-0.4910805344527814	-0.3779718741384933	-0.2709873156994224	-2.069525063258924	0.26883801457962675	0.7635189028501904	1.5950023517952527	-0.5274858633115178	-0.1503248994987881	1.1324768608138838	0.3933540431829168	20.1
105.0	-0.44273765374028734	-0.4910805344527814	-0.3779718741384933	-0.2709873156994224	-2.069525063258924	0.11158821400893892	1.000717939534165	-0.2993902417514258	-0.5274858633115178	-0.1503248994987881	1.1324768608138838	0.4081922546275193	19.5
106.0	-0.44273765374028734	-0.4910805344527814	-0.3779718741384933	-0.2709873156994224	-2.069525063258924	0.10412382474134298	0.8307843013128102	1.4305376862650554	-0.5274858633115178	-0.1503248994987881	1.1324768608138838	0.42586718296594267	19.5
107.0	-0.44273765374028734	-0.4910805344527814	-0.3779718741384933	-0.2709873156994224	-2.069525063258924	0.24893297653270421	0.5935852646288357	-0.2993781026927795	-0.5274858633115178	-0.1503248994987881	1.1324768608138838	0.33880179522482007	20.4
108.0	-0.44273765374028734	-0.4910805344527814	-0.3779718741384933	-0.2709873156994224	-2.069525063258924	0.42160918158975697	1.014879076052611	-0.299134929937317	-0.5274858633115178	-0.1503248994987881	1.1324768608138838	0.4211756896415463	19.8
109.0	0.44811503415008835	-0.4910805344527814	-0.3779718741384933	-0.2709873156994224	-2.069525063258924	0.2996908235523566	0.8060023124055292	-0.29904705881601945	-0.5274858633115178	-0.1503248994987881	1.1324768608138838	0.37742478677915275	19.4
110.0	-0.44273765374028734	-0.4910805344527814	-0.3779718741384933	-0.2709873156994224	-2.069525063258924	0.2827715412124725	-0.4968222472915252	-0.29886481630331047	-0.5274858633115178	-0.1503248994987881	1.1324768608138838	0.4020824028562124	21.7
111.0	-0.44273765374028734	-0.4910805344527814	-0.1668704833902625	-0.2709873156994224	0.37441402081337744	0.5415370358224652	0.46613503596281913	-0.298943367760228	-0.4133044721678661	0.13296373328761618	-0.31166925014488134	-6.201872560961504e-16	22.8
112.0	-0.44273765374028734	-0.4910805344527814	-0.1668704833902625	-0.2709873156994224	0.37441402081337744	0.1424410229816688	0.8661871426089259	-0.2991971915606963	-0.4133044721678661	0.13296373328761618	-0.31166925014488134	0.4180116592599764	18.8
113.0	-0.44273765374028734	-0.4910805344527814	-0.1668704833902625	-0.2709873156994224	0.37441402081337744	0.23151606824164703	0.9546942458492149	1.6944643161873245	-0.4133044721678661	0.13296373328761618	-0.31166925014488134	0.43928703596363405	18.7
114.0	-0.44273765374028734	-0.4910805344527814	-0.1668704833902625	-0.2709873156994224	0.37441402081337744	0.3121314723316832	0.5581824233327201	-0.29927308025636234	-0.4133044721678661	0.13296373328761618	-0.31166925014488134	0.3502577672960205	18.5
115.0	-0.44273765374028734	-0.4910805344527814	-0.1668704833902625	-0.2709873156994224	0.37441402081337744	0.14990541224926474	0.6997937885171824	-0.2991112783520836	-0.4133044721678661	0.13296373328761618	-0.31166925014488134	-0.12794723830465535	18.3
